gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Afferent/Efferent Endothelial	B Cells	CCD_IC	CCD_PC	CNT	Cd4 T Cells	Cd8 T Cells	DCT	Dendritic Cells	Endothelial	Fibroblast	Glomerular Endothelial	IMCD_IC	IMCD_PC	LOH_ATL	LOH_CTAL	LOH_DTL1	LOH_DTL2	LOH_DTL3	LOH_MTAL	Macrophages	Mesangial Cells	Monocytes	NK Cells	OMCD_IC	OMCD_PC	PTS1	PTS2	PTS3	Parietal Endothelial	Pericytes	Podocyte	Satellite Glia	Schwann Cells	Sensory Neurons	Spinal Endothelial	Sympathetic Neurons	VSMC
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC077E857AE	0.025	0.0	0.014	0.039	0.014	0.001	0.0	0.016	0.0	0.008	0.003	0.035	0.016	0.011	0.006	0.024	0.003	0.007	0.012	0.024	0.002	0.035	0.001	0.0	0.004	0.029	0.013	0.018	0.009	0.027	0.003	0.013	0.05	0.017	0.007	0.011	0.011	0.022
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC07648DD90	0.025	0.0	0.014	0.039	0.014	0.001	0.0	0.016	0.0	0.008	0.003	0.035	0.016	0.011	0.006	0.024	0.003	0.007	0.012	0.024	0.002	0.035	0.001	0.0	0.004	0.029	0.013	0.018	0.009	0.027	0.003	0.013	0.05	0.017	0.007	0.011	0.011	0.022
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC01C2F8BE5	0.025	0.0	0.014	0.039	0.014	0.001	0.0	0.016	0.0	0.008	0.003	0.035	0.016	0.011	0.006	0.024	0.003	0.007	0.012	0.024	0.002	0.035	0.001	0.0	0.004	0.029	0.013	0.018	0.009	0.027	0.003	0.013	0.05	0.017	0.007	0.011	0.011	0.022
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC028E09B43	0.025	0.0	0.014	0.039	0.014	0.001	0.0	0.016	0.0	0.008	0.003	0.035	0.016	0.011	0.006	0.024	0.003	0.007	0.012	0.024	0.002	0.035	0.001	0.0	0.004	0.029	0.013	0.018	0.009	0.027	0.003	0.013	0.05	0.017	0.007	0.011	0.011	0.022
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC05E81C125	0.025	0.0	0.014	0.039	0.014	0.001	0.0	0.016	0.0	0.008	0.003	0.035	0.016	0.011	0.006	0.024	0.003	0.007	0.012	0.024	0.002	0.035	0.001	0.0	0.004	0.029	0.013	0.018	0.009	0.027	0.003	0.013	0.05	0.017	0.007	0.011	0.011	0.022
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC02EBDBB5C	0.025	0.0	0.014	0.039	0.014	0.001	0.0	0.016	0.0	0.008	0.003	0.035	0.016	0.011	0.006	0.024	0.003	0.007	0.012	0.024	0.002	0.035	0.001	0.0	0.004	0.029	0.013	0.018	0.009	0.027	0.003	0.013	0.05	0.017	0.007	0.011	0.011	0.022
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC0D8F589A1	0.025	0.0	0.014	0.039	0.014	0.001	0.0	0.016	0.0	0.008	0.003	0.035	0.016	0.011	0.006	0.024	0.003	0.007	0.012	0.024	0.002	0.035	0.001	0.0	0.004	0.029	0.013	0.018	0.009	0.027	0.003	0.013	0.05	0.017	0.007	0.011	0.011	0.022
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC0942D4B76	0.025	0.0	0.014	0.039	0.014	0.001	0.0	0.016	0.0	0.008	0.003	0.035	0.016	0.011	0.006	0.024	0.003	0.007	0.012	0.024	0.002	0.035	0.001	0.0	0.004	0.029	0.013	0.018	0.009	0.027	0.003	0.013	0.05	0.017	0.007	0.011	0.011	0.022
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC0434B6726	0.025	0.0	0.014	0.039	0.014	0.001	0.0	0.016	0.0	0.008	0.003	0.035	0.016	0.011	0.006	0.024	0.003	0.007	0.012	0.024	0.002	0.035	0.001	0.0	0.004	0.029	0.013	0.018	0.009	0.027	0.003	0.013	0.05	0.017	0.007	0.011	0.011	0.022
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC09F5F81CF	0.025	0.0	0.014	0.039	0.014	0.001	0.0	0.016	0.0	0.008	0.003	0.035	0.016	0.011	0.006	0.024	0.003	0.007	0.012	0.024	0.002	0.035	0.001	0.0	0.004	0.029	0.013	0.018	0.009	0.027	0.003	0.013	0.05	0.017	0.007	0.011	0.011	0.022
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC0F9E07951	0.025	0.0	0.014	0.039	0.014	0.001	0.0	0.016	0.0	0.008	0.003	0.035	0.016	0.011	0.006	0.024	0.003	0.007	0.012	0.024	0.002	0.035	0.001	0.0	0.004	0.029	0.013	0.018	0.009	0.027	0.003	0.013	0.05	0.017	0.007	0.011	0.011	0.022
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-SC005D197A2	0.025	0.0	0.014	0.039	0.014	0.001	0.0	0.016	0.0	0.008	0.003	0.035	0.016	0.011	0.006	0.024	0.003	0.007	0.012	0.024	0.002	0.035	0.001	0.0	0.004	0.029	0.013	0.018	0.009	0.027	0.003	0.013	0.05	0.017	0.007	0.011	0.011	0.022
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC09FC5B2A7	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.004	0.001	0.011
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC01B29532D	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.004	0.001	0.011
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC00DA032E2	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.004	0.001	0.011
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC0259C1693	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.004	0.001	0.011
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC0ECADFABF	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.004	0.001	0.011
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC05CCD8E17	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.004	0.001	0.011
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC01AAA545F	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.004	0.001	0.011
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC052B6F4F3	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.004	0.001	0.011
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC01FD57BC9	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.004	0.001	0.011
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC08CF56014	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.004	0.001	0.011
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC07F8A4C81	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.004	0.001	0.011
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC088BCE7ED	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.004	0.001	0.011
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC0BEC0A65F	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.004	0.001	0.011
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC05963EDDE	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.004	0.001	0.011
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC09206543A	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.004	0.001	0.011
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-SC01319F5CD	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.004	0.001	0.011
LRP6	O75581	True	LRP6_HUMAN	Kremen1_LRP6	CPI-SC07CA7AF54	0.073	0.006	0.032	0.031	0.012	0.022	0.011	0.02	0.004	0.042	0.053	0.078	0.043	0.036	0.032	0.014	0.014	0.024	0.068	0.012	0.007	0.049	0.021	0.012	0.012	0.041	0.022	0.02	0.015	0.086	0.013	0.178	0.021	0.073	0.012	0.053	0.015	0.018
LRP6	O75581	True	LRP6_HUMAN	Kremen1_LRP6	CPI-SC0456039E0	0.073	0.006	0.032	0.031	0.012	0.022	0.011	0.02	0.004	0.042	0.053	0.078	0.043	0.036	0.032	0.014	0.014	0.024	0.068	0.012	0.007	0.049	0.021	0.012	0.012	0.041	0.022	0.02	0.015	0.086	0.013	0.178	0.021	0.073	0.012	0.053	0.015	0.018
LRP6	O75581	True	LRP6_HUMAN	Kremen2_LRP6	CPI-SC040194150	0.007	0.0	0.0	0.0	0.0	0.025	0.018	0.001	0.005	0.029	0.003	0.011	0.013	0.007	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.008	0.011	0.0	0.007	0.0	0.0	0.0	0.003	0.003	0.0	0.001	0.0	0.002	0.012	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	Kremen2_LRP6	CPI-SC0DA910DD5	0.007	0.0	0.0	0.0	0.0	0.025	0.018	0.001	0.005	0.029	0.003	0.011	0.013	0.007	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.008	0.011	0.0	0.007	0.0	0.0	0.0	0.003	0.003	0.0	0.001	0.0	0.002	0.012	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC095AB303B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC07B7E6361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC0A49C6C7E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC00BD4551E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC0A81AF307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC050F278B4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC051E1E7D7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC0D6D44FE1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC0E0F34C9F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC0B18D6471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC0E713417E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC0EB5D8E44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC01EBF0CE9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC090AC04CE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC0C644006E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP5	CPI-SC094C611B7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC0DAEAA93B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC00A8BC9AA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC00A87321E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC0FDB82036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC07B51ACC4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC07AB82EAB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC0114AE598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC023CE19F9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC0EE5FCF62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC07FD56C95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC09AD2A6B8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC0D19712B9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC0DD16A7D0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC08BD68242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC01153EAC0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD10	Q9ULW2	True	FZD10_HUMAN	FZD10_LRP6	CPI-SC0543729D1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.024	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0147DCB06	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.039	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.038	0.05	0.009	0.002	0.0	0.0	0.002	0.068
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC029ADF8EA	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.039	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.038	0.05	0.009	0.002	0.0	0.0	0.002	0.068
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC04F7D62D5	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.039	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.038	0.05	0.009	0.002	0.0	0.0	0.002	0.068
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC055AF31A9	0.046	0.0	0.008	0.006	0.038	0.0	0.003	0.017	0.002	0.0	0.021	0.037	0.011	0.003	0.001	0.012	0.039	0.002	0.003	0.003	0.0	0.068	0.006	0.0	0.032	0.003	0.002	0.0	0.001	0.078	0.038	0.05	0.009	0.002	0.0	0.0	0.002	0.068
