gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Afferent/Efferent Endothelial	B Cells	CCD_IC	CCD_PC	CNT	DCT	Dendritic Cells	Endothelial	Fibroblast	Glomerular Endothelial	IMCD_IC	IMCD_PC	LOH_ATL	LOH_CTAL	LOH_DTL1	LOH_DTL2	LOH_DTL3	LOH_MTAL	Macrophages	Mesangial Cells	Monocytes	OMCD_IC	OMCD_PC	PTS1	PTS2	PTS3	Parietal Endothelial	Pericytes	Podocyte	Satellite Glia	Schwann Cells	Sensory Neurons	Spinal Endothelial	Sympathetic Neurons	T Cells	VSMC
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC029073BCD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.001	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.045	0.0	0.0
WNT8A	Q9H1J5	False	WNT8A_HUMAN		CPI-SC0F2C233F1	0.0	0.015	0.003	0.0	0.004	0.001	0.05	0.037	0.004	0.0	0.026	0.002	0.003	0.002	0.002	0.0	0.002	0.001	0.048	0.0	0.071	0.002	0.002	0.002	0.002	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.035
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC061770B43	1.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.489	0.0	0.0	0.0	0.0	0.0	0.0	1.68	0.0	1.38	0.0	0.0	0.0	0.0	0.228	0.0	1.018
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0F16DF8F0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.002	0.024	0.0	0.005	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC0318621C2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC0065F5B8A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.018	0.0	0.0	0.005	0.0	0.002	0.0	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SC0DBDDA697	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0735548E0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.01	0.0	0.0	0.006	0.001	0.007	0.0	0.017
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC07B9CD502	0.186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.383	0.0	0.494	0.0	0.0	0.004	0.0	0.007	0.0	0.079
WNT2	P09544	False	WNT2_HUMAN		CPI-SC041A30C3B	0.0	0.001	0.014	0.017	0.004	0.009	0.0	0.001	0.011	0.0	0.023	0.009	0.021	0.013	0.037	0.023	0.032	0.015	0.001	0.0	0.0	0.007	0.011	0.008	0.005	0.009	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.107	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC04091DFF6	0.591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.015	0.0	0.001	0.014	0.0	0.072	0.0	0.005
WNT3	P56703	False	WNT3_HUMAN		CPI-SC02CD1EEDE	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.26	0.001	0.002
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC0B7D84FC7	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SC047C4B365	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.141	0.001	0.0	0.005	0.007	0.061	0.0	0.024
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC056F0C465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.005	0.013	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC0750A0484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.011	0.011	0.012	0.005	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC019E7AAA2	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.043	0.002	0.0	0.012	0.002	0.009	0.0	0.033
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC03A2FEB5C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.001	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.045	0.0	0.0
WNT8A	Q9H1J5	False	WNT8A_HUMAN		CPI-SC0B94370C2	0.0	0.015	0.003	0.0	0.004	0.001	0.05	0.037	0.004	0.0	0.026	0.002	0.003	0.002	0.002	0.0	0.002	0.001	0.048	0.0	0.071	0.002	0.002	0.002	0.002	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.035
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC0E6761C90	1.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.489	0.0	0.0	0.0	0.0	0.0	0.0	1.68	0.0	1.38	0.0	0.0	0.0	0.0	0.228	0.0	1.018
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0552DC1E5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.002	0.024	0.0	0.005	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC0199BFBB3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC012DB3194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.018	0.0	0.0	0.005	0.0	0.002	0.0	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SC081332276	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC08E2BBB8C	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.01	0.0	0.0	0.006	0.001	0.007	0.0	0.017
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC04CC06812	0.186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.383	0.0	0.494	0.0	0.0	0.004	0.0	0.007	0.0	0.079
WNT2	P09544	False	WNT2_HUMAN		CPI-SC03346B36E	0.0	0.001	0.014	0.017	0.004	0.009	0.0	0.001	0.011	0.0	0.023	0.009	0.021	0.013	0.037	0.023	0.032	0.015	0.001	0.0	0.0	0.007	0.011	0.008	0.005	0.009	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.107	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC0FBD05A5F	0.591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.015	0.0	0.001	0.014	0.0	0.072	0.0	0.005
WNT3	P56703	False	WNT3_HUMAN		CPI-SC0AA850318	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.26	0.001	0.002
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC00806A658	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SC0A1AC8874	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.141	0.001	0.0	0.005	0.007	0.061	0.0	0.024
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC027A59AFB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.026	0.004	0.004	0.0	0.0
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC01FEEE70F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.005	0.013	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC03754EC20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.011	0.011	0.012	0.005	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC032AE5D59	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.043	0.002	0.0	0.012	0.002	0.009	0.0	0.033
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC0F9CBA955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.001	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.045	0.0	0.0
WNT8A	Q9H1J5	False	WNT8A_HUMAN		CPI-SC0243F2680	0.0	0.015	0.003	0.0	0.004	0.001	0.05	0.037	0.004	0.0	0.026	0.002	0.003	0.002	0.002	0.0	0.002	0.001	0.048	0.0	0.071	0.002	0.002	0.002	0.002	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.035
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC0763E7AF2	1.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.489	0.0	0.0	0.0	0.0	0.0	0.0	1.68	0.0	1.38	0.0	0.0	0.0	0.0	0.228	0.0	1.018
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0B092EF65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.002	0.024	0.0	0.005	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC0B1D0028B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC0991BCC7F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.018	0.0	0.0	0.005	0.0	0.002	0.0	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SC02A954FD8	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0FD6A26C5	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.01	0.0	0.0	0.006	0.001	0.007	0.0	0.017
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC0B3222CB2	0.186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.383	0.0	0.494	0.0	0.0	0.004	0.0	0.007	0.0	0.079
WNT2	P09544	False	WNT2_HUMAN		CPI-SC059A22B9E	0.0	0.001	0.014	0.017	0.004	0.009	0.0	0.001	0.011	0.0	0.023	0.009	0.021	0.013	0.037	0.023	0.032	0.015	0.001	0.0	0.0	0.007	0.011	0.008	0.005	0.009	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.107	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC081C6762E	0.591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.015	0.0	0.001	0.014	0.0	0.072	0.0	0.005
WNT3	P56703	False	WNT3_HUMAN		CPI-SC0ACB46CDE	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.26	0.001	0.002
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC03E162C20	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SC033C6423D	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.141	0.001	0.0	0.005	0.007	0.061	0.0	0.024
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC0DD562B41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.026	0.004	0.004	0.0	0.0
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC0D06695E4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.005	0.013	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC07E1924FB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.011	0.011	0.012	0.005	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC07F714A57	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.043	0.002	0.0	0.012	0.002	0.009	0.0	0.033
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC0171B2960	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.001	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.045	0.0	0.0
WNT8A	Q9H1J5	False	WNT8A_HUMAN		CPI-SC0B07BD0D1	0.0	0.015	0.003	0.0	0.004	0.001	0.05	0.037	0.004	0.0	0.026	0.002	0.003	0.002	0.002	0.0	0.002	0.001	0.048	0.0	0.071	0.002	0.002	0.002	0.002	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.035
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC0B3B59128	1.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.489	0.0	0.0	0.0	0.0	0.0	0.0	1.68	0.0	1.38	0.0	0.0	0.0	0.0	0.228	0.0	1.018
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC0EDC637EC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.002	0.024	0.0	0.005	0.0	0.0
WNT9B	O14905	False	WNT9B_HUMAN		CPI-SC09A9169B5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.005	0.0	0.0
WNT10A	Q9GZT5	False	WN10A_HUMAN		CPI-SC0F00C86AC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.018	0.0	0.0	0.005	0.0	0.002	0.0	0.0
WNT1	P04628	False	WNT1_HUMAN		CPI-SC06419700D	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT11	O96014	False	WNT11_HUMAN		CPI-SC0714EE585	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.01	0.0	0.0	0.006	0.001	0.007	0.0	0.017
WNT16	Q9UBV4	False	WNT16_HUMAN		CPI-SC0115378E7	0.186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.383	0.0	0.494	0.0	0.0	0.004	0.0	0.007	0.0	0.079
WNT2	P09544	False	WNT2_HUMAN		CPI-SC0B3337FB4	0.0	0.001	0.014	0.017	0.004	0.009	0.0	0.001	0.011	0.0	0.023	0.009	0.021	0.013	0.037	0.023	0.032	0.015	0.001	0.0	0.0	0.007	0.011	0.008	0.005	0.009	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.107	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC0DE64F872	0.591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.015	0.0	0.001	0.014	0.0	0.072	0.0	0.005
WNT3	P56703	False	WNT3_HUMAN		CPI-SC026062296	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.26	0.001	0.002
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SC0E5329148	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.01	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SC052C897AB	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.076	0.0	0.141	0.001	0.0	0.005	0.007	0.061	0.0	0.024
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC09CB5E882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.026	0.004	0.004	0.0	0.0
WNT5B	Q9H1J7	False	WNT5B_HUMAN		CPI-SC01F6AC0E2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.005	0.013	0.0	0.0
WNT6	Q9Y6F9	False	WNT6_HUMAN		CPI-SC0CBE0F4A0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.011	0.011	0.012	0.005	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC06078DB4B	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.043	0.002	0.0	0.012	0.002	0.009	0.0	0.033
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SC0E74F7843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042	0.001	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.003	0.0	0.0	0.045	0.0	0.0
WNT8A	Q9H1J5	False	WNT8A_HUMAN		CPI-SC04D905E1E	0.0	0.015	0.003	0.0	0.004	0.001	0.05	0.037	0.004	0.0	0.026	0.002	0.003	0.002	0.002	0.0	0.002	0.001	0.048	0.0	0.071	0.002	0.002	0.002	0.002	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.035
WNT8B	Q93098	False	WNT8B_HUMAN		CPI-SC0A41E0EEB	1.051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.489	0.0	0.0	0.0	0.0	0.0	0.0	1.68	0.0	1.38	0.0	0.0	0.0	0.0	0.228	0.0	1.018
WNT9A	O14904	False	WNT9A_HUMAN		CPI-SC02FD11A30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.002	0.024	0.0	0.005	0.0	0.0
